competition_id,competition_name,parent_id,type,gender,category_name,category_id
sr:competition:16602,"ITF France 20A, Women Singles",sr:competition:16554,singles,women,"ITF Women",sr:category:213
sr:competition:16604,"ITF France 20A, Women Doubles",sr:competition:16554,doubles,women,"ITF Women",sr:category:213
sr:competition:16610,"ITF Ireland 01A, Women Singles",sr:competition:16558,singles,women,"ITF Women",sr:category:213
sr:competition:16612,"ITF Ireland 01A, Women Doubles",sr:competition:16558,doubles,women,"ITF Women",sr:category:213
sr:competition:16614,"ITF Italy 20A, Women Singles",sr:competition:16560,singles,women,"ITF Women",sr:category:213
sr:competition:16616,"ITF Italy 20A, Women Doubles",sr:competition:16560,doubles,women,"ITF Women",sr:category:213
sr:competition:16618,"ITF Romania 06A, Women Singles",sr:competition:16562,singles,women,"ITF Women",sr:category:213
sr:competition:16620,"ITF Romania 06A, Women Doubles",sr:competition:16562,doubles,women,"ITF Women",sr:category:213
sr:competition:16622,"ITF USA 27A, Women Singles",sr:competition:16564,singles,women,"ITF Women",sr:category:213
sr:competition:16624,"ITF USA 27A, Women Doubles",sr:competition:16564,doubles,women,"ITF Women",sr:category:213
sr:competition:16662,"ITF Ukraine 01A, Women Singles",sr:competition:16726,singles,women,"ITF Women",sr:category:213
sr:competition:16664,"ITF Ukraine 01A, Women Doubles",sr:competition:16726,doubles,women,"ITF Women",sr:category:213
sr:competition:16802,"ITF USA 23A, Women Singles",sr:competition:16704,singles,women,"ITF Women",sr:category:213
sr:competition:16804,"ITF USA 23A, Women Doubles",sr:competition:16704,doubles,women,"ITF Women",sr:category:213
sr:competition:16806,"ITF Germany 12A, Women Singles",sr:competition:16706,singles,women,"ITF Women",sr:category:213
sr:competition:16808,"ITF Germany 12A, Women Doubles",sr:competition:16706,doubles,women,"ITF Women",sr:category:213
sr:competition:16810,"ITF Great Britain 12A, Women Singles",sr:competition:16708,singles,women,"ITF Women",sr:category:213
sr:competition:16812,"ITF Great Britain 12A, Women Doubles",sr:competition:16708,doubles,women,"ITF Women",sr:category:213
sr:competition:16814,"ITF Spain 14A, Women Singles",sr:competition:16710,singles,women,"ITF Women",sr:category:213
sr:competition:16816,"ITF Spain 14A, Women Doubles",sr:competition:16710,doubles,women,"ITF Women",sr:category:213
sr:competition:16818,"ITF USA 24A, Women Singles",sr:competition:16712,singles,women,"ITF Women",sr:category:213
sr:competition:16820,"ITF USA 24A, Women Doubles",sr:competition:16712,doubles,women,"ITF Women",sr:category:213
sr:competition:16822,"ITF Egypt 23A, Women Singles",sr:competition:16714,singles,women,"ITF Women",sr:category:213
sr:competition:16824,"ITF Egypt 23A, Women Doubles",sr:competition:16714,doubles,women,"ITF Women",sr:category:213
sr:competition:16826,"ITF Finland 02A, Women Doubles",sr:competition:16716,doubles,women,"ITF Women",sr:category:213
sr:competition:16828,"ITF Finland 02A, Women Singles",sr:competition:16716,singles,women,"ITF Women",sr:category:213
sr:competition:16830,"ITF Romania 07A, Women Singles",sr:competition:16720,singles,women,"ITF Women",sr:category:213
sr:competition:16832,"ITF Romania 07A, Women Doubles",sr:competition:16720,doubles,women,"ITF Women",sr:category:213
sr:competition:16834,"ITF Thailand 10A, Women Singles",sr:competition:16722,singles,women,"ITF Women",sr:category:213
sr:competition:16836,"ITF Thailand 10A, Women Doubles",sr:competition:16722,doubles,women,"ITF Women",sr:category:213
sr:competition:16838,"ITF Turkiye 27A, Women Doubles",sr:competition:16724,doubles,women,"ITF Women",sr:category:213
sr:competition:16840,"ITF Turkiye 27A, Women Singles",sr:competition:16724,singles,women,"ITF Women",sr:category:213
sr:competition:16886,"ITF Portugal 09A, Women Doubles",sr:competition:16884,doubles,women,"ITF Women",sr:category:213
sr:competition:16888,"ITF Portugal 09A, Women Singles",sr:competition:16884,singles,women,"ITF Women",sr:category:213
sr:competition:16896,"ITF Portugal 07A, Women Singles",sr:competition:16894,singles,women,"ITF Women",sr:category:213
sr:competition:16900,"ITF Poland 03A, Women Singles",sr:competition:17038,singles,women,"ITF Women",sr:category:213
sr:competition:16902,"ITF Poland 03A, Women Doubles",sr:competition:17038,doubles,women,"ITF Women",sr:category:213
sr:competition:16934,"ITF Germany 07A, Women Singles",sr:competition:16932,singles,women,"ITF Women",sr:category:213
sr:competition:16936,"ITF Germany 07A, Women Doubles",sr:competition:16932,doubles,women,"ITF Women",sr:category:213
sr:competition:17012,"ITF Belgium 04A, Women Singles",sr:competition:17010,singles,women,"ITF Women",sr:category:213
sr:competition:17014,"ITF Belgium 04A, Women Doubles",sr:competition:17010,doubles,women,"ITF Women",sr:category:213
sr:competition:17018,"ITF Great Britain 13A, Women Singles",sr:competition:17016,singles,women,"ITF Women",sr:category:213
sr:competition:17020,"ITF Great Britain 13A, Women Doubles",sr:competition:17016,doubles,women,"ITF Women",sr:category:213
sr:competition:17024,"ITF USA 25A, Women Singles",sr:competition:17022,singles,women,"ITF Women",sr:category:213
sr:competition:17026,"ITF USA 25A, Women Doubles",sr:competition:17022,doubles,women,"ITF Women",sr:category:213
sr:competition:17032,"ITF Austria 01A, Women Singles",sr:competition:17030,singles,women,"ITF Women",sr:category:213
sr:competition:17034,"ITF Austria 01A, Women Doubles",sr:competition:17030,doubles,women,"ITF Women",sr:category:213
sr:competition:17044,"ITF Romania 08A, Women Singles",sr:competition:17040,singles,women,"ITF Women",sr:category:213
sr:competition:17046,"ITF Romania 08A, Women Doubles",sr:competition:17040,doubles,women,"ITF Women",sr:category:213
sr:competition:17048,"ITF Russia 05A, Women Singles",sr:competition:17042,singles,women,"ITF Women",sr:category:213
sr:competition:17050,"ITF Russia 05A, Women Doubles",sr:competition:17042,doubles,women,"ITF Women",sr:category:213
sr:competition:17054,"ITF Spain 12A, Women Singles",sr:competition:17052,singles,women,"ITF Women",sr:category:213
sr:competition:17056,"ITF Spain 12A, Women Doubles",sr:competition:17052,doubles,women,"ITF Women",sr:category:213
sr:competition:17060,"ITF Thailand 11A, Women Doubles",sr:competition:17058,doubles,women,"ITF Women",sr:category:213
sr:competition:17062,"ITF Thailand 11A, Women Singles",sr:competition:17058,singles,women,"ITF Women",sr:category:213
sr:competition:17066,"ITF Turkey 28B, Women Singles",sr:competition:17064,singles,women,"ITF Women",sr:category:213
sr:competition:17068,"ITF Turkey 28B, Women Doubles",sr:competition:17064,doubles,women,"ITF Women",sr:category:213
sr:competition:17148,"ITF Italy 22A, Women Singles",sr:competition:17278,singles,women,"ITF Women",sr:category:213
sr:competition:17150,"ITF Italy 22A, Women Doubles",sr:competition:17278,doubles,women,"ITF Women",sr:category:213
sr:competition:17152,"ITF Spain 07B, Women Singles",sr:competition:17146,singles,women,"ITF Women",sr:category:213
sr:competition:17154,"ITF Poland 04A, Women Singles",sr:competition:17286,singles,women,"ITF Women",sr:category:213
sr:competition:17156,"ITF Poland 04A, Women Doubles",sr:competition:17286,doubles,women,"ITF Women",sr:category:213
sr:competition:17158,"ITF Spain 07B, Women Doubles",sr:competition:17146,doubles,women,"ITF Women",sr:category:213
sr:competition:17234,"ITF Canada 01A, Women Singles",sr:competition:17232,singles,women,"ITF Women",sr:category:213
sr:competition:17236,"ITF Canada 01A, Women Doubles",sr:competition:17232,doubles,women,"ITF Women",sr:category:213
sr:competition:17242,"ITF Germany 13A, Women Singles",sr:competition:17238,singles,women,"ITF Women",sr:category:213
sr:competition:17244,"ITF Germany 13A, Women Doubles",sr:competition:17238,doubles,women,"ITF Women",sr:category:213
sr:competition:17248,"ITF Switzerland 03A, Women Singles",sr:competition:17246,singles,women,"ITF Women",sr:category:213
sr:competition:17250,"ITF Switzerland 03A, Women Doubles",sr:competition:17246,doubles,women,"ITF Women",sr:category:213
sr:competition:17254,"ITF Thailand 12A, Women Singles",sr:competition:17252,singles,women,"ITF Women",sr:category:213
sr:competition:17256,"ITF Thailand 12A, Women Doubles",sr:competition:17252,doubles,women,"ITF Women",sr:category:213
sr:competition:17260,"ITF Austria 02A, Women Singles",sr:competition:17258,singles,women,"ITF Women",sr:category:213
sr:competition:17262,"ITF Austria 02A, Women Doubles",sr:competition:17258,doubles,women,"ITF Women",sr:category:213
sr:competition:17282,"ITF Netherlands 04A, Women Singles",sr:competition:17280,singles,women,"ITF Women",sr:category:213
sr:competition:17284,"ITF Netherlands 04A, Women Doubles",sr:competition:17280,doubles,women,"ITF Women",sr:category:213
sr:competition:17292,"ITF Russia 06A, Women Singles",sr:competition:17290,singles,women,"ITF Women",sr:category:213
sr:competition:17294,"ITF Russia 06A, Women Doubles",sr:competition:17290,doubles,women,"ITF Women",sr:category:213
sr:competition:17298,"ITF Spain 13A, Women Singles",sr:competition:17296,singles,women,"ITF Women",sr:category:213
sr:competition:17300,"ITF Spain 13A, Women Doubles",sr:competition:17296,doubles,women,"ITF Women",sr:category:213
sr:competition:17378,"ITF Turkiye 30A, Women Singles",sr:competition:17518,singles,women,"ITF Women",sr:category:213
sr:competition:17380,"ITF Turkiye 30A, Women Doubles",sr:competition:17518,doubles,women,"ITF Women",sr:category:213
sr:competition:17382,"ITF Poland 05A, Women Singles",sr:competition:17556,singles,women,"ITF Women",sr:category:213
sr:competition:17384,"ITF Poland 05A, Women Doubles",sr:competition:17556,doubles,women,"ITF Women",sr:category:213
sr:competition:17522,"ITF Germany 14A, Women Singles",sr:competition:17520,singles,women,"ITF Women",sr:category:213
sr:competition:17524,"ITF Germany 14A, Women Doubles",sr:competition:17520,doubles,women,"ITF Women",sr:category:213
sr:competition:17528,"ITF Hungary 06A, Women Singles",sr:competition:17526,singles,women,"ITF Women",sr:category:213
sr:competition:17530,"ITF Hungary 06A, Women Doubles",sr:competition:17526,doubles,women,"ITF Women",sr:category:213
sr:competition:17534,"ITF Japan 09A, Women Singles",sr:competition:17532,singles,women,"ITF Women",sr:category:213
sr:competition:17536,"ITF Japan 09A, Women Doubles",sr:competition:17532,doubles,women,"ITF Women",sr:category:213
sr:competition:17540,"ITF Belgium 05A, Women Singles",sr:competition:17538,singles,women,"ITF Women",sr:category:213
sr:competition:17542,"ITF Belgium 05A, Women Doubles",sr:competition:17538,doubles,women,"ITF Women",sr:category:213
sr:competition:17546,"ITF Italy 23A, Women Singles",sr:competition:17544,singles,women,"ITF Women",sr:category:213
sr:competition:17548,"ITF Italy 23A, Women Doubles",sr:competition:17544,doubles,women,"ITF Women",sr:category:213
sr:competition:17552,"ITF Netherlands 05A, Women Singles",sr:competition:17550,singles,women,"ITF Women",sr:category:213
sr:competition:17554,"ITF Netherlands 05A, Women Doubles",sr:competition:17550,doubles,women,"ITF Women",sr:category:213
sr:competition:17560,"ITF Romania 09A, Women Singles",sr:competition:17558,singles,women,"ITF Women",sr:category:213
sr:competition:17562,"ITF Romania 09A, Women Doubles",sr:competition:17558,doubles,women,"ITF Women",sr:category:213
sr:competition:17566,"ITF Serbia 04A, Women Singles",sr:competition:17564,singles,women,"ITF Women",sr:category:213
sr:competition:17568,"ITF Serbia 04A, Women Doubles",sr:competition:17564,doubles,women,"ITF Women",sr:category:213
sr:competition:17572,"ITF Switzerland 04A, Women Singles",sr:competition:17570,singles,women,"ITF Women",sr:category:213
sr:competition:17574,"ITF Switzerland 04A, Women Doubles",sr:competition:17570,doubles,women,"ITF Women",sr:category:213
sr:competition:18142,"ITF Poland 06A, Women Singles",sr:competition:18326,singles,women,"ITF Women",sr:category:213
sr:competition:18144,"ITF Poland 06A, Women Doubles",sr:competition:18326,doubles,women,"ITF Women",sr:category:213
sr:competition:18148,"ITF Belgium 06A, Women Singles",sr:competition:18146,singles,women,"ITF Women",sr:category:213
sr:competition:18150,"ITF Belgium 06A, Women Doubles",sr:competition:18146,doubles,women,"ITF Women",sr:category:213
sr:competition:18154,"ITF Japan 09B, Women Singles",sr:competition:18152,singles,women,"ITF Women",sr:category:213
sr:competition:18156,"ITF Japan 09B, Women Doubles",sr:competition:18152,doubles,women,"ITF Women",sr:category:213
sr:competition:18282,"ITF Hungary 07A, Women Singles",sr:competition:18280,singles,women,"ITF Women",sr:category:213
sr:competition:18284,"ITF Hungary 07A, Women Doubles",sr:competition:18280,doubles,women,"ITF Women",sr:category:213
sr:competition:18288,"ITF Italy 24A, Women Singles",sr:competition:18286,singles,women,"ITF Women",sr:category:213
sr:competition:18290,"ITF Italy 24A, Women Doubles",sr:competition:18286,doubles,women,"ITF Women",sr:category:213
sr:competition:18296,"ITF Kazakhstan 06A, Women Singles",sr:competition:18292,singles,women,"ITF Women",sr:category:213
sr:competition:18298,"ITF Kazakhstan 06A, Women Doubles",sr:competition:18292,doubles,women,"ITF Women",sr:category:213
sr:competition:18302,"ITF Romania 10A, Women Singles",sr:competition:18300,singles,women,"ITF Women",sr:category:213
sr:competition:18304,"ITF Romania 10A, Women Doubles",sr:competition:18300,doubles,women,"ITF Women",sr:category:213
sr:competition:18308,"ITF Czechia 05A, Women Singles",sr:competition:18306,singles,women,"ITF Women",sr:category:213
sr:competition:18310,"ITF Czechia 05A, Women Doubles",sr:competition:18306,doubles,women,"ITF Women",sr:category:213
sr:competition:18314,"ITF South Korea 08A, Women Singles",sr:competition:18312,singles,women,"ITF Women",sr:category:213
sr:competition:18316,"ITF South Korea 08A, Women Doubles",sr:competition:18312,doubles,women,"ITF Women",sr:category:213
sr:competition:18322,"ITF Netherlands 06A, Women Singles",sr:competition:18320,singles,women,"ITF Women",sr:category:213
sr:competition:18324,"ITF Netherlands 06A, Women Doubles",sr:competition:18320,doubles,women,"ITF Women",sr:category:213
sr:competition:18330,"ITF Switzerland 05A, Women Singles",sr:competition:18328,singles,women,"ITF Women",sr:category:213
sr:competition:18332,"ITF Switzerland 05A, Women Doubles",sr:competition:18328,doubles,women,"ITF Women",sr:category:213
sr:competition:18336,"ITF Turkiye 29A, Women Singles",sr:competition:18334,singles,women,"ITF Women",sr:category:213
sr:competition:18338,"ITF Turkiye 29A, Women Doubles",sr:competition:18334,doubles,women,"ITF Women",sr:category:213
sr:competition:18586,"ITF Women Nanao, Japan Women Doubles",sr:competition:18584,doubles,women,"ITF Women",sr:category:213
sr:competition:18600,"ITF Germany 15A, Women Singles",sr:competition:18690,singles,women,"ITF Women",sr:category:213
sr:competition:18602,"ITF Germany 15A, Women Doubles",sr:competition:18690,doubles,women,"ITF Women",sr:category:213
sr:competition:18606,"ITF Hungary 08A, Women Singles",sr:competition:18676,singles,women,"ITF Women",sr:category:213
sr:competition:18608,"ITF Hungary 08A, Women Doubles",sr:competition:18676,doubles,women,"ITF Women",sr:category:213
sr:competition:18672,"ITF Bulgaria 01A, Women Singles",sr:competition:18670,singles,women,"ITF Women",sr:category:213
sr:competition:18674,"ITF Bulgaria 01A, Women Doubles",sr:competition:18670,doubles,women,"ITF Women",sr:category:213
sr:competition:18680,"ITF Czechia 06A, Women Singles",sr:competition:18678,singles,women,"ITF Women",sr:category:213
sr:competition:18682,"ITF Czechia 06A, Women Doubles",sr:competition:18678,doubles,women,"ITF Women",sr:category:213
sr:competition:18686,"ITF Egypt 24A, Women Singles",sr:competition:18684,singles,women,"ITF Women",sr:category:213
sr:competition:18688,"ITF Egypt 24A, Women Doubles",sr:competition:18684,doubles,women,"ITF Women",sr:category:213
sr:competition:18694,"ITF Italy 25A, Women Singles",sr:competition:18692,singles,women,"ITF Women",sr:category:213
sr:competition:18696,"ITF Italy 25A, Women Doubles",sr:competition:18692,doubles,women,"ITF Women",sr:category:213
sr:competition:18700,"ITF Japan 10A, Women Singles",sr:competition:18698,singles,women,"ITF Women",sr:category:213
sr:competition:18702,"ITF Japan 10A, Women Doubles",sr:competition:18698,doubles,women,"ITF Women",sr:category:213
sr:competition:18706,"ITF South Korea 09A, Women Singles",sr:competition:18704,singles,women,"ITF Women",sr:category:213
sr:competition:18708,"ITF South Korea 09A, Women Doubles",sr:competition:18704,doubles,women,"ITF Women",sr:category:213
sr:competition:18712,"ITF Tunisia 25A, Women Singles",sr:competition:18710,singles,women,"ITF Women",sr:category:213
sr:competition:18714,"ITF Tunisia 25A, Women Doubles",sr:competition:18710,doubles,women,"ITF Women",sr:category:213
sr:competition:18718,"ITF Turkey 30B, Women Singles",sr:competition:18716,singles,women,"ITF Women",sr:category:213
sr:competition:18720,"ITF Turkey 30B, Women Doubles",sr:competition:18716,doubles,women,"ITF Women",sr:category:213
sr:competition:19214,"ITF Hungary 09A, Women Singles",sr:competition:19426,singles,women,"ITF Women",sr:category:213
sr:competition:19216,"ITF Hungary 09A, Women Doubles",sr:competition:19426,doubles,women,"ITF Women",sr:category:213
sr:competition:19298,"ITF France 17A, Women Singles",sr:competition:19296,singles,women,"ITF Women",sr:category:213
sr:competition:19302,"ITF France 17A, Women Doubles",sr:competition:19296,doubles,women,"ITF Women",sr:category:213
sr:competition:19316,"ITF USA 29A, Women Singles",sr:competition:19314,singles,women,"ITF Women",sr:category:213
sr:competition:19318,"ITF USA 29A, Women Doubles",sr:competition:19314,doubles,women,"ITF Women",sr:category:213
sr:competition:19340,"ITF China 19A, Women Doubles",sr:competition:19332,doubles,women,"ITF Women",sr:category:213
sr:competition:19342,"ITF China 19A, Women Singles",sr:competition:19332,singles,women,"ITF Women",sr:category:213
sr:competition:19352,"ITF Georgia 03A, Women Singles",sr:competition:19350,singles,women,"ITF Women",sr:category:213
sr:competition:19354,"ITF Georgia 03A, Women Doubles",sr:competition:19350,doubles,women,"ITF Women",sr:category:213
sr:competition:19366,"ITF Italy 26A, Women Singles",sr:competition:19362,singles,women,"ITF Women",sr:category:213
sr:competition:19372,"ITF Italy 26A, Women Doubles",sr:competition:19362,doubles,women,"ITF Women",sr:category:213
sr:competition:19384,"ITF USA 28A, Women Singles",sr:competition:19382,singles,women,"ITF Women",sr:category:213
sr:competition:19388,"ITF USA 28A, Women Doubles",sr:competition:19382,doubles,women,"ITF Women",sr:category:213
sr:competition:19392,"ITF Argentina 03A, Women Singles",sr:competition:19390,singles,women,"ITF Women",sr:category:213
sr:competition:19394,"ITF Argentina 03A, Women Doubles",sr:competition:19390,doubles,women,"ITF Women",sr:category:213
sr:competition:19398,"ITF Turkiye 31A, Women Singles",sr:competition:19396,singles,women,"ITF Women",sr:category:213
sr:competition:19400,"ITF Turkiye 31A, Women Doubles",sr:competition:19396,doubles,women,"ITF Women",sr:category:213
sr:competition:19404,"ITF Czech Republic 07A, Women Singles",sr:competition:19402,singles,women,"ITF Women",sr:category:213
sr:competition:19406,"ITF Czech Republic 07A, Women Doubles",sr:competition:19402,doubles,women,"ITF Women",sr:category:213
sr:competition:19410,"ITF Tunisia 26A, Women Singles",sr:competition:19408,singles,women,"ITF Women",sr:category:213
sr:competition:19412,"ITF Tunisia 26A, Women Doubles",sr:competition:19408,doubles,women,"ITF Women",sr:category:213
sr:competition:19416,"ITF Thailand 07A, Women Singles",sr:competition:19414,singles,women,"ITF Women",sr:category:213
sr:competition:19418,"ITF Thailand 07A, Women Doubles",sr:competition:19414,doubles,women,"ITF Women",sr:category:213
sr:competition:19422,"ITF Egypt 25A, Women Singles",sr:competition:19420,singles,women,"ITF Women",sr:category:213
sr:competition:19424,"ITF Egypt 25A, Women Doubles",sr:competition:19420,doubles,women,"ITF Women",sr:category:213
sr:competition:19534,"ITF Australia 09A, Women Singles",sr:competition:19532,singles,women,"ITF Women",sr:category:213
sr:competition:19536,"ITF Australia 09A, Women Doubles",sr:competition:19532,doubles,women,"ITF Women",sr:category:213
sr:competition:19540,"ITF France 18A, Women Singles",sr:competition:19538,singles,women,"ITF Women",sr:category:213
sr:competition:19542,"ITF France 18A, Women Doubles",sr:competition:19538,doubles,women,"ITF Women",sr:category:213
sr:competition:19546,"ITF Russia 04A, Women Singles",sr:competition:19544,singles,women,"ITF Women",sr:category:213
sr:competition:19548,"ITF Russia 04A, Women Doubles",sr:competition:19544,doubles,women,"ITF Women",sr:category:213
sr:competition:19632,"ITF Mexico 02A, Women Singles",sr:competition:19630,singles,women,"ITF Women",sr:category:213
sr:competition:19634,"ITF Mexico 02A, Women Doubles",sr:competition:19630,doubles,women,"ITF Women",sr:category:213
sr:competition:19638,"ITF USA 30A, Women Singles",sr:competition:19636,singles,women,"ITF Women",sr:category:213
sr:competition:19640,"ITF USA 30A, Women Doubles",sr:competition:19636,doubles,women,"ITF Women",sr:category:213
sr:competition:19644,"ITF Italy 27A, Women Singles",sr:competition:19642,singles,women,"ITF Women",sr:category:213
sr:competition:19646,"ITF Italy 27A, Women Doubles",sr:competition:19642,doubles,women,"ITF Women",sr:category:213
sr:competition:19650,"ITF Montenegro 01A, Women Singles",sr:competition:19648,singles,women,"ITF Women",sr:category:213
sr:competition:19652,"ITF Montenegro 01A, Women Doubles",sr:competition:19648,doubles,women,"ITF Women",sr:category:213
sr:competition:19656,"ITF USA 31A, Women Singles",sr:competition:19654,singles,women,"ITF Women",sr:category:213
sr:competition:19658,"ITF USA 31A, Women Doubles",sr:competition:19654,doubles,women,"ITF Women",sr:category:213
sr:competition:19662,"ITF Bulgaria 03A, Women Singles",sr:competition:19660,singles,women,"ITF Women",sr:category:213
sr:competition:19664,"ITF Bulgaria 03A, Women Doubles",sr:competition:19660,doubles,women,"ITF Women",sr:category:213
sr:competition:19668,"ITF Egypt 26A, Women Singles",sr:competition:19666,singles,women,"ITF Women",sr:category:213
sr:competition:19670,"ITF Egypt 26A, Women Doubles",sr:competition:19666,doubles,women,"ITF Women",sr:category:213
sr:competition:19674,"ITF Kazakhstan 07A, Women Singles",sr:competition:19672,singles,women,"ITF Women",sr:category:213
sr:competition:19676,"ITF Kazakhstan 07A, Women Doubles",sr:competition:19672,doubles,women,"ITF Women",sr:category:213
sr:competition:19682,"ITF Spain 15A, Women Singles",sr:competition:19680,singles,women,"ITF Women",sr:category:213
sr:competition:19684,"ITF Spain 15A, Women Doubles",sr:competition:19680,doubles,women,"ITF Women",sr:category:213
sr:competition:19688,"ITF Thailand 08A, Women Singles",sr:competition:19686,singles,women,"ITF Women",sr:category:213
sr:competition:19690,"ITF Thailand 08A, Women Doubles",sr:competition:19686,doubles,women,"ITF Women",sr:category:213
sr:competition:19694,"ITF Tunisia 27A, Women Singles",sr:competition:19692,singles,women,"ITF Women",sr:category:213
sr:competition:19696,"ITF Tunisia 27A, Women Doubles",sr:competition:19692,doubles,women,"ITF Women",sr:category:213
sr:competition:19700,"ITF Turkiye 32A, Women Singles",sr:competition:19698,singles,women,"ITF Women",sr:category:213
sr:competition:19702,"ITF Turkiye 32A, Women Doubles",sr:competition:19698,doubles,women,"ITF Women",sr:category:213
sr:competition:19706,"ITF Ukraine 02A, Women Singles",sr:competition:19704,singles,women,"ITF Women",sr:category:213
sr:competition:19708,"ITF Ukraine 02A, Women Doubles",sr:competition:19704,doubles,women,"ITF Women",sr:category:213
sr:competition:19764,"ITF France 23A, Women Singles",sr:competition:19762,singles,women,"ITF Women",sr:category:213
sr:competition:19766,"ITF France 23A, Women Doubles",sr:competition:19762,doubles,women,"ITF Women",sr:category:213
sr:competition:19770,"ITF Women Penrith, Australia Women Doubles",sr:competition:19768,doubles,women,"ITF Women",sr:category:213
sr:competition:19774,"ITF Lebanon 01A, Women Singles",sr:competition:19772,singles,women,"ITF Women",sr:category:213
sr:competition:19776,"ITF Lebanon 01A, Women Doubles",sr:competition:19772,doubles,women,"ITF Women",sr:category:213
sr:competition:19780,"ITF Ukraine 03A, Women Singles",sr:competition:19778,singles,women,"ITF Women",sr:category:213
sr:competition:19782,"ITF Ukraine 03A, Women Doubles",sr:competition:19778,doubles,women,"ITF Women",sr:category:213
sr:competition:19786,"ITF USA 32A, Women Singles",sr:competition:19784,singles,women,"ITF Women",sr:category:213
sr:competition:19788,"ITF USA 32A, Women Doubles",sr:competition:19784,doubles,women,"ITF Women",sr:category:213
sr:competition:19874,"ITF Australia 10A, Women Singles",sr:competition:19872,singles,women,"ITF Women",sr:category:213
sr:competition:19876,"ITF Australia 10A, Women Doubles",sr:competition:19872,doubles,women,"ITF Women",sr:category:213
sr:competition:19880,"ITF Italy 28A, Women Singles",sr:competition:19878,singles,women,"ITF Women",sr:category:213
sr:competition:19882,"ITF Italy 28A, Women Doubles",sr:competition:19878,doubles,women,"ITF Women",sr:category:213
sr:competition:19886,"ITF Thailand 09A, Women Singles",sr:competition:19884,singles,women,"ITF Women",sr:category:213
sr:competition:19888,"ITF Thailand 09A, Women Doubles",sr:competition:19884,doubles,women,"ITF Women",sr:category:213
sr:competition:19892,"ITF USA 33A, Women Singles",sr:competition:19890,singles,women,"ITF Women",sr:category:213
sr:competition:19894,"ITF USA 33A, Women Doubles",sr:competition:19890,doubles,women,"ITF Women",sr:category:213
sr:competition:19898,"ITF Czech Republic 08A, Women Singles",sr:competition:19896,singles,women,"ITF Women",sr:category:213
sr:competition:19900,"ITF Czech Republic 08A, Women Doubles",sr:competition:19896,doubles,women,"ITF Women",sr:category:213
sr:competition:19904,"ITF Egypt 27A, Women Singles",sr:competition:19902,singles,women,"ITF Women",sr:category:213
sr:competition:19906,"ITF Egypt 27A, Women Doubles",sr:competition:19902,doubles,women,"ITF Women",sr:category:213
sr:competition:19910,"ITF Kazakhstan 08A, Women Singles",sr:competition:19908,singles,women,"ITF Women",sr:category:213
sr:competition:19912,"ITF Kazakhstan 08A, Women Doubles",sr:competition:19908,doubles,women,"ITF Women",sr:category:213
sr:competition:19916,"ITF Spain 16A, Women Singles",sr:competition:19914,singles,women,"ITF Women",sr:category:213
sr:competition:19918,"ITF Spain 16A, Women Doubles",sr:competition:19914,doubles,women,"ITF Women",sr:category:213
sr:competition:19922,"ITF Tunisia 28A, Women Singles",sr:competition:19920,singles,women,"ITF Women",sr:category:213
sr:competition:19924,"ITF Tunisia 28A, Women Doubles",sr:competition:19920,doubles,women,"ITF Women",sr:category:213
sr:competition:19928,"ITF Turkiye 33A, Women Singles",sr:competition:19926,singles,women,"ITF Women",sr:category:213
sr:competition:19930,"ITF Turkiye 33A, Women Doubles",sr:competition:19926,doubles,women,"ITF Women",sr:category:213
sr:competition:19934,"ITF USA 34A, Women Singles",sr:competition:19932,singles,women,"ITF Women",sr:category:213
sr:competition:19936,"ITF USA 34A, Women Doubles",sr:competition:19932,doubles,women,"ITF Women",sr:category:213
sr:competition:19958,"ITF Lebanon 02A, Women Singles",sr:competition:19956,singles,women,"ITF Women",sr:category:213
sr:competition:19960,"ITF Lebanon 02A, Women Doubles",sr:competition:19956,doubles,women,"ITF Women",sr:category:213
sr:competition:19964,"ITF Sri Lanka 01A, Women Singles",sr:competition:19962,singles,women,"ITF Women",sr:category:213
sr:competition:19966,"ITF Sri Lanka 01A, Women Doubles",sr:competition:19962,doubles,women,"ITF Women",sr:category:213
sr:competition:19970,"ITF Spain 17A, Women Singles",sr:competition:19968,singles,women,"ITF Women",sr:category:213
sr:competition:19972,"ITF Spain 17A, Women Doubles",sr:competition:19968,doubles,women,"ITF Women",sr:category:213
sr:competition:20038,"ITF Australia 11A, Women Singles",sr:competition:20036,singles,women,"ITF Women",sr:category:213
sr:competition:20040,"ITF Australia 11A, Women Doubles",sr:competition:20036,doubles,women,"ITF Women",sr:category:213
sr:competition:20044,"ITF Italy 29A, Women Singles",sr:competition:20042,singles,women,"ITF Women",sr:category:213
sr:competition:20046,"ITF Italy 29A, Women Doubles",sr:competition:20042,doubles,women,"ITF Women",sr:category:213
sr:competition:20050,"ITF Argentina 04A, Women Singles",sr:competition:20048,singles,women,"ITF Women",sr:category:213
sr:competition:20052,"ITF Argentina 04A, Women Doubles",sr:competition:20048,doubles,women,"ITF Women",sr:category:213
sr:competition:20056,"ITF Bulgaria 04A, Women Singles",sr:competition:20054,singles,women,"ITF Women",sr:category:213
sr:competition:20058,"ITF Bulgaria 04A, Women Doubles",sr:competition:20054,doubles,women,"ITF Women",sr:category:213
sr:competition:20062,"ITF Egypt 28A, Women Singles",sr:competition:20060,singles,women,"ITF Women",sr:category:213
